"","Age","State","Posts","Views","Duration","Authors","AuthorExperience","DeletedPosts","Forum","AuthorBanned"
"5342",308,"open",1,163,0,2,1234,0,"Discussion","not banned"
"5343",2430,"open",11,783,6,7,221,0,"Science","not banned"
"5344",2188,"open",8,914,1,7,0,1,"Homework","not banned"
"5345",3455,"open",1,669,12,3,125,0,"Science","not banned"
"5346",859,"open",0,892,0,2,202,0,"Science","not banned"
"5347",3226,"open",24,1633,57,10,96,0,"Science","banned"
"5348",18,"open",5,76,1,6,7,0,"Medicine","not banned"
"5349",1658,"open",1,491,0,2,132,0,"Science","not banned"
"5350",3947,"open",11,684,9,9,1,0,"Discussion","not banned"
"5351",1143,"open",0,635,1,2,0,0,"Math","not banned"
"5352",3345,"open",2,675,4,4,371,0,"Homework","not banned"
"5353",169,"open",3,264,0,4,1548,0,"Misc","not banned"
"5354",2554,"open",19,504,6,10,253,0,"Discussion","not banned"
"5355",3271,"open",5,506,10,7,639,0,"Science","not banned"
"5356",1309,"closed",0,572,0,2,1092,0,"Science","not banned"
"5357",1812,"open",35,1236,9,17,1732,0,"Discussion","not banned"
"5358",3985,"open",82,4388,48,11,1,0,"Speculation","not banned"
"5359",4022,"open",8,1147,0,5,223,0,"Misc","not banned"
"5360",469,"open",1,245,1,2,3544,0,"Discussion","not banned"
"5361",3901,"open",10,1291,405,10,79,0,"Homework","not banned"
"5362",2979,"open",29,2646,150,13,565,0,"Misc","not banned"
"5363",489,"open",8,451,170,5,100,0,"Science","not banned"
"5364",3976,"open",104,5274,119,11,10,0,"Science","not banned"
"5365",2166,"open",9,1043,4,6,355,0,"Math","not banned"
"5366",3141,"open",6,655,5,3,47,0,"Science","not banned"
"5367",1634,"open",13,3519,8,7,82,0,"Science","not banned"
"5368",3144,"open",8,497,1,4,182,0,"Science","not banned"
"5369",3556,"open",16,1090,17,7,125,0,"Math","not banned"
"5370",811,"open",1,271,2,2,41,0,"Discussion","not banned"
"5371",492,"open",4,488,10,5,0,0,"Science","not banned"
"5372",3154,"open",3,594,0,4,0,0,"Science","not banned"
"5373",2745,"open",42,1585,7,9,1005,0,"Discussion","not banned"
"5374",2146,"open",8,447,8,8,549,0,"Discussion","not banned"
"5375",259,"open",17,292,2,5,393,0,"Speculation","banned"
"5376",3707,"open",15,1046,2,8,259,0,"Science","not banned"
"5377",2474,"open",4,560,19,4,428,0,"Misc","not banned"
"5378",2582,"open",1,467,37,3,17,0,"Medicine","not banned"
"5379",280,"open",0,224,13,2,0,0,"Science","not banned"
"5380",2518,"open",2,834,1,3,1632,0,"Medicine","not banned"
"5381",282,"open",7,346,46,5,0,0,"Math","not banned"
"5382",2157,"open",16,706,8,9,588,0,"Science","not banned"
"5383",3042,"open",32,922,5,14,176,0,"Misc","not banned"
"5384",2246,"open",6,541,1,5,31,0,"Science","not banned"
"5385",70,"open",2,261,1,2,582,0,"Medicine","banned"
"5386",827,"open",3,1127,26,4,1574,0,"Science","not banned"
"5387",762,"open",3,621,1,2,0,0,"Homework","not banned"
"5388",2586,"open",0,394,6,2,0,0,"Homework","not banned"
"5389",1985,"closed",60,3456,61,21,39,0,"Discussion","not banned"
"5390",2545,"open",5,814,22,7,174,0,"Science","not banned"
"5391",3389,"open",40,798,37,15,366,0,"Misc","not banned"
"5392",2036,"open",9,3800,2,4,4,0,"Science","not banned"
"5393",853,"open",0,96,0,2,0,0,"Speculation","banned"
"5394",620,"open",1,212,0,2,0,0,"Homework","not banned"
"5395",3853,"open",4,1214,32,3,29,0,"Math","not banned"
"5396",748,"open",26,1480,5,10,0,0,"Science","not banned"
"5397",2431,"open",9,3432,4,9,309,0,"Science","not banned"
"5398",3794,"open",3,697,13,5,557,0,"Discussion","not banned"
"5399",1308,"open",3,698,1,6,872,1,"Misc","not banned"
"5400",934,"open",23,1207,11,6,0,1,"Science","not banned"
"5401",1784,"open",14,2850,7,9,0,1,"Misc","not banned"
"5402",3719,"open",1,2116,0,2,35,0,"Science","not banned"
"5403",3522,"closed",2,761,0,3,28,0,"Science","not banned"
"5404",3936,"open",32,1391,12,15,50,0,"Discussion","not banned"
"5405",2957,"open",0,605,43,2,0,0,"Medicine","not banned"
"5406",3523,"open",20,1035,6,9,270,0,"Science","not banned"
"5407",623,"open",2,2350,19,3,9,0,"Misc","not banned"
"5408",1087,"open",3,362,1,3,2364,0,"Science","not banned"
"5409",3015,"open",7,780,1,7,789,0,"Science","not banned"
"5410",888,"open",2,417,3,3,0,0,"Science","not banned"
"5411",1385,"open",8,1771,76,8,179,0,"Science","not banned"
"5412",987,"open",1,1252,0,2,2183,0,"Science","not banned"
"5413",2507,"open",1,1106,0,2,38,0,"Misc","not banned"
"5414",2734,"open",3,475,3,4,1036,0,"Discussion","not banned"
"5415",4531,"open",16,1417,91,7,9,0,"Discussion","not banned"
"5416",4016,"open",1,781,0,2,56,0,"Science","not banned"
"5417",650,"open",2,360,1,3,0,0,"Discussion","not banned"
"5418",1437,"open",1,2114,1,3,124,0,"Science","not banned"
"5419",3577,"open",11,1141,6,6,38,0,"Science","banned"
"5420",267,"open",0,343,159,2,0,0,"Misc","not banned"
"5421",871,"open",6,506,6,5,0,0,"Science","not banned"
"5422",3181,"open",5,1474,0,4,0,0,"Science","not banned"
"5423",2525,"open",21,1885,190,14,1,0,"Science","not banned"
"5424",267,"open",16,539,63,9,0,0,"Speculation","not banned"
"5425",3975,"open",2,2419,2194,5,1,1,"Math","not banned"
"5426",2448,"open",14,1375,201,7,7,0,"Math","not banned"
"5427",2078,"open",1,500,1,3,2013,1,"Speculation","not banned"
"5428",771,"open",0,245,0,2,377,0,"Science","not banned"
"5429",129,"open",0,147,0,2,1,0,"Science","not banned"
"5430",3523,"open",1,468,1,2,24,0,"Math","not banned"
"5431",2917,"open",17,1124,125,12,636,0,"Science","not banned"
"5432",3414,"open",6,705,1,6,410,0,"Science","not banned"
"5433",3336,"open",12,1208,11,11,1211,0,"Math","not banned"
"5434",1799,"open",4,437,1,6,0,0,"Speculation","not banned"
"5435",3706,"open",10,1079,2,6,1,0,"Math","not banned"
"5436",1659,"open",3,449,2,2,10,0,"Science","banned"
"5437",1913,"open",1,547,2,3,0,0,"Science","not banned"
"5438",2340,"open",35,1380,15,11,0,0,"Math","not banned"
"5439",2809,"open",2,1653,1,2,0,0,"Misc","not banned"
"5440",351,"open",13,561,51,9,15,0,"Science","not banned"
"5441",1,"open",5,63,0,3,43,0,"Science","not banned"
"5442",2547,"open",39,225,202,10,1454,0,"Misc","not banned"
"5443",1225,"open",6,1100,8,5,2,0,"Science","not banned"
"5444",2548,"open",0,1621,0,2,996,0,"Science","not banned"
"5445",895,"open",0,491,0,2,0,0,"Science","not banned"
"5446",3501,"open",15,1033,12,3,0,0,"Science","not banned"
"5447",1992,"open",2,412,6,4,168,0,"Discussion","not banned"
"5448",468,"open",8,433,1,4,136,0,"Misc","banned"
"5449",3168,"open",24,739,2,9,164,0,"Discussion","not banned"
"5450",3436,"open",1,369,1,2,368,0,"Science","not banned"
"5451",476,"open",2,600,0,3,397,0,"Science","not banned"
"5452",514,"open",6,405,3,6,135,0,"Math","not banned"
"5453",3294,"open",1,359,11,2,0,0,"Homework","not banned"
"5454",1282,"open",0,565,2,2,322,0,"Science","not banned"
"5455",1140,"open",9,727,47,8,291,0,"Discussion","banned"
"5456",178,"open",2,208,1,2,0,0,"Math","not banned"
"5457",2659,"open",9,642,2,8,109,0,"Science","not banned"
"5458",318,"open",6,365,45,4,638,0,"Science","not banned"
"5459",3376,"open",0,396,0,2,71,0,"Science","not banned"
"5460",1397,"open",1,944,2,2,707,0,"Science","not banned"
"5461",3147,"open",6,962,1,5,326,0,"Science","not banned"
"5462",2260,"open",6,1032,12,8,58,0,"Science","not banned"
"5463",1451,"open",1,1040,1,3,797,0,"Science","not banned"
"5464",617,"open",0,237,1,2,1970,0,"Science","not banned"
"5465",3326,"open",8,765,5,4,0,2,"Speculation","not banned"
"5466",1098,"open",55,4887,113,17,495,0,"Science","not banned"
"5467",1426,"open",4,955,2,5,2575,0,"Misc","not banned"
"5468",2320,"open",4,643,6,5,0,0,"Science","not banned"
"5469",529,"open",16,559,15,11,62,0,"Science","not banned"
"5470",1619,"open",1,907,0,2,28,0,"Medicine","not banned"
"5471",145,"open",7,91,4,5,117,0,"Science","not banned"
"5472",3046,"open",12,715,2,10,490,0,"Discussion","not banned"
"5473",3235,"open",9,724,26,8,0,0,"Science","not banned"
"5474",2138,"open",4,783,0,6,4,0,"Homework","not banned"
"5475",2821,"open",7,49,6,2,1180,0,"Misc","not banned"
"5476",3267,"open",0,428,0,2,145,0,"Science","not banned"
"5477",1188,"open",1,951,1,3,36,0,"Math","not banned"
"5478",1210,"open",12,972,4,6,0,0,"Speculation","not banned"
"5479",1516,"closed",40,3940,578,9,211,1,"Speculation","not banned"
"5480",2806,"open",20,72761,590,13,654,4,"Science","not banned"
"5481",556,"open",3,370,2,3,0,0,"Science","not banned"
"5482",2785,"open",24,1346,70,8,759,0,"Discussion","not banned"
"5483",809,"open",2,1165,1,5,0,1,"Homework","not banned"
"5484",2760,"open",41,1002,14,14,990,0,"Discussion","not banned"
"5485",52,"open",2,53,2,2,1,0,"Discussion","not banned"
"5486",3525,"open",3,1726,17,5,159,0,"Discussion","not banned"
"5487",3013,"open",9,2222,10,5,654,0,"Medicine","not banned"
"5488",1337,"open",3,1107,33,6,0,2,"Science","not banned"
"5489",1977,"open",6,766,1,4,0,0,"Math","banned"
"5490",2777,"open",2,479,1,3,141,0,"Science","not banned"
"5491",4021,"open",26,1406,2750,17,224,0,"Discussion","not banned"
"5492",3083,"open",9,520,4,3,465,0,"Speculation","not banned"
"5493",2092,"open",101,4119,124,19,1658,0,"Discussion","not banned"
"5494",2825,"open",12,1628,189,6,0,0,"Medicine","not banned"
"5495",1223,"open",15,1695,14,8,241,0,"Speculation","not banned"
"5496",2794,"open",2,723,1,3,98,0,"Misc","not banned"
"5497",3694,"open",6,489,1,4,56,0,"Discussion","not banned"
"5498",959,"open",5,1025,0,2,0,0,"Homework","not banned"
"5499",3834,"open",14,1135,19,9,99,0,"Science","not banned"
"5500",4458,"open",7,1918,384,6,91,0,"Medicine","not banned"
"5501",1735,"open",1,2540,8,3,0,0,"Misc","not banned"
"5502",3515,"open",3,416,4,5,38,1,"Science","not banned"
"5503",2672,"open",7,1731,22,7,303,0,"Speculation","banned"
"5504",697,"open",18,293,2,6,1149,0,"Speculation","not banned"
"5505",521,"open",0,179,0,2,1758,0,"Discussion","not banned"
"5506",2303,"open",3,1290,2,3,1,0,"Discussion","not banned"
"5507",2174,"open",5,5015,1230,5,2361,0,"Misc","not banned"
"5508",2204,"open",3,527,11,3,0,0,"Science","not banned"
"5509",1476,"open",5,706,6,5,927,0,"Discussion","not banned"
"5510",1845,"open",9,783,2,3,638,0,"Science","not banned"
"5511",3912,"open",4,847,0,3,173,0,"Science","not banned"
"5512",3254,"open",4,355,1,2,613,0,"Homework","not banned"
"5513",1970,"open",1,727,3,3,1356,0,"Science","not banned"
"5514",2382,"open",17,763,4,6,1013,0,"Science","not banned"
"5515",1012,"open",31,1794,20,12,2805,1,"Science","not banned"
"5516",1284,"open",7,3639,471,9,0,2,"Misc","not banned"
"5517",1242,"open",2,1290,20,3,938,0,"Discussion","not banned"
"5518",3526,"open",2,643,2,3,101,0,"Medicine","not banned"
"5519",136,"open",4,281,26,2,1123,0,"Math","not banned"
"5520",583,"open",1,371,0,3,62,0,"Math","not banned"
"5521",622,"open",1,1233,5,3,0,0,"Science","not banned"
"5522",621,"open",2,1459,1,3,4,0,"Science","not banned"
"5523",3552,"open",14,700,0,4,298,0,"Science","not banned"
"5524",1533,"open",0,758,0,2,514,0,"Homework","not banned"
"5525",1213,"open",7,1049,2,3,7,3,"Homework","not banned"
"5526",2663,"open",1,624,2,2,0,0,"Science","not banned"
"5527",1763,"open",1,489,0,3,888,0,"Discussion","not banned"
"5528",1678,"open",1,622,1,3,2139,0,"Discussion","not banned"
"5529",3489,"open",19,1388,4,10,158,0,"Math","not banned"
"5530",1930,"open",7,459,1,5,703,0,"Discussion","not banned"
"5531",618,"open",0,433,478,2,0,0,"Math","not banned"
"5532",3818,"open",26,2127,349,6,68,0,"Science","not banned"
"5533",1138,"open",3,815,1,4,0,0,"Misc","not banned"
"5534",3728,"open",56,2650,4,16,273,4,"Discussion","not banned"
"5535",3728,"open",0,510,2,2,96,0,"Science","not banned"
"5536",3830,"open",9,1046,0,10,20,0,"Science","not banned"
"5537",872,"open",0,356,0,2,0,0,"Science","not banned"
"5538",3348,"open",23,1425,14,10,358,0,"Science","not banned"
"5539",3608,"open",1,448,0,2,0,0,"Science","not banned"
"5540",3849,"open",36,2943,17,8,72,0,"Math","not banned"
"5541",3233,"open",24,1466,92,16,0,0,"Science","not banned"
"5542",2521,"closed",9,495,4,7,0,0,"Discussion","not banned"
"5543",2740,"open",9,385,3,9,111,0,"Discussion","banned"
"5544",292,"open",6,280,2,4,453,0,"Discussion","not banned"
"5545",2745,"open",66,5940,111,17,10,0,"Discussion","banned"
"5546",1212,"open",0,739,1,2,6,0,"Science","not banned"
"5547",4175,"open",13,1089,2,8,0,0,"Science","not banned"
"5548",270,"open",7,504,60,6,15,0,"Science","not banned"
"5549",2282,"open",14,1015,10,7,797,0,"Science","not banned"
"5550",539,"open",7,736,5,3,2191,0,"Math","not banned"
"5551",460,"open",4,302,1,2,0,0,"Homework","not banned"
"5552",2261,"open",0,268,0,2,0,0,"Homework","not banned"
"5553",2648,"open",18,1027,12,8,203,0,"Speculation","not banned"
"5554",3921,"open",20,1520,22,11,0,0,"Science","not banned"
"5555",1328,"open",3,1299,6,3,3,0,"Medicine","not banned"
"5556",648,"open",3,493,1,5,1753,0,"Science","not banned"
"5557",1744,"open",0,348,15,3,504,1,"Medicine","not banned"
"5558",3187,"open",8,626,3,4,386,0,"Science","not banned"
"5559",114,"open",17,536,11,9,594,0,"Science","not banned"
"5560",2120,"open",7,467,11,7,1697,0,"Discussion","not banned"
"5561",1677,"open",30,4667,44,11,123,0,"Medicine","not banned"
"5562",2277,"open",21,2657,49,7,232,2,"Misc","not banned"
"5563",1823,"closed",6,1486,23,6,425,0,"Misc","not banned"
"5564",3338,"open",1,467,0,3,262,0,"Science","not banned"
"5565",3496,"open",4,547,1,4,21,0,"Science","not banned"
"5566",3330,"open",1,433,0,3,531,0,"Science","not banned"
"5567",2083,"open",0,488,1,4,8,2,"Medicine","not banned"
"5568",1913,"open",3,19787,1,5,1,2,"Science","not banned"
"5569",2816,"open",0,644,17,2,0,0,"Science","not banned"
"5570",44,"open",1,172,0,2,755,0,"Science","not banned"
"5571",1209,"open",4,5085,2,4,162,0,"Homework","not banned"
"5572",1533,"open",2,3953,1,2,8,0,"Misc","not banned"
"5573",1685,"open",6,1792,1,4,1670,0,"Math","not banned"
"5574",1041,"open",2,1113,36,4,18,0,"Science","not banned"
"5575",2471,"open",16,1042,7,13,64,0,"Homework","not banned"
"5576",1226,"open",1,628,1,2,5,0,"Science","not banned"
"5577",1113,"open",1,587,15,4,619,1,"Homework","not banned"
"5578",3911,"open",12,1105,2,5,118,0,"Science","not banned"
"5579",3631,"open",10,631,1,4,167,0,"Science","not banned"
"5580",1095,"open",36,1746,44,15,77,3,"Discussion","not banned"
"5581",4138,"closed",165,13507,480,34,47,2,"Medicine","not banned"
"5582",1925,"open",5,1000,1,4,66,0,"Medicine","not banned"
"5583",257,"open",1,225,2,3,0,0,"Science","not banned"
"5584",3362,"open",0,389,0,2,0,0,"Math","not banned"
"5585",2141,"open",5,1525,10,7,0,1,"Science","not banned"
"5586",124,"open",9,300,9,9,28,0,"Math","not banned"
"5587",189,"open",211,3418,90,23,13,0,"Discussion","not banned"
"5588",3143,"open",0,339,1,2,401,0,"Discussion","not banned"
"5589",3161,"closed",48,115921,2992,27,251,0,"Speculation","not banned"
"5590",1472,"open",9,1451,1,8,95,0,"Science","not banned"
"5591",2194,"open",15,817,29,10,192,0,"Science","banned"
"5592",2417,"open",0,15,0,2,0,0,"Misc","not banned"
"5593",3814,"open",13,7298,7,6,15,0,"Science","not banned"
"5594",2706,"open",4,785,8,2,0,0,"Misc","not banned"
"5595",1817,"open",0,342,0,2,681,0,"Homework","not banned"
"5596",1624,"open",0,394,6,2,4,0,"Science","not banned"
"5597",3084,"open",7,706,1,5,1451,0,"Science","not banned"
"5598",1515,"open",6,794,1,5,1880,0,"Science","not banned"
"5599",2152,"open",32,2169,99,10,1070,2,"Science","banned"
"5600",1835,"open",1,476,0,2,336,0,"Math","not banned"
"5601",3343,"open",6,899,3,3,0,0,"Math","not banned"
"5602",3697,"open",1,566,0,2,120,0,"Homework","not banned"
"5603",1848,"open",5,427,4,3,737,0,"Homework","not banned"
"5604",636,"open",3,357,1,5,0,0,"Speculation","not banned"
"5605",2378,"closed",6,75,1,7,857,0,"Misc","not banned"
"5606",3319,"open",4,362,2,4,25,0,"Discussion","not banned"
"5607",472,"open",5,334,2,4,82,0,"Homework","not banned"
"5608",25,"open",2,121,1,4,15,0,"Science","not banned"
"5609",108,"open",3,193,1,2,94,0,"Speculation","not banned"
"5610",138,"open",31,642,40,12,448,0,"Discussion","not banned"
"5611",585,"open",0,482,0,2,0,0,"Science","not banned"
"5612",1672,"open",3,482,1,3,0,0,"Science","not banned"
"5613",2148,"open",3,2017,0,3,1,0,"Science","not banned"
"5614",1245,"open",1,863,0,3,70,0,"Math","not banned"
"5615",3448,"open",5,789,2,4,268,0,"Math","not banned"
"5616",687,"open",0,324,1,2,0,0,"Science","not banned"
"5617",2248,"open",2,513,33,4,603,0,"Science","not banned"
"5618",3320,"open",3,668,81,3,26,0,"Homework","not banned"
"5619",3625,"open",124,8117,1725,24,341,1,"Discussion","not banned"
"5620",3024,"open",3,925,19,4,459,0,"Science","not banned"
"5621",3411,"open",3,597,1,3,0,0,"Math","not banned"
"5622",1628,"open",1,380,3,2,1105,0,"Discussion","not banned"
"5623",413,"closed",161,3232,20,23,2013,1,"Discussion","not banned"
"5624",2586,"open",30,1007,4,11,47,0,"Science","not banned"
"5625",887,"open",20,921,4,9,38,0,"Speculation","not banned"
"5626",2330,"open",23,1048,42,13,1002,0,"Discussion","not banned"
"5627",3775,"open",1,721,0,3,226,0,"Discussion","not banned"
"5628",2609,"open",9,1023,278,7,28,0,"Medicine","not banned"
"5629",1655,"closed",4,478,0,5,14,0,"Science","banned"
"5630",354,"closed",3,318,1,5,70,0,"Discussion","not banned"
"5631",1687,"open",12,872,30,9,107,0,"Science","not banned"
"5632",3203,"open",20,1690,2,5,364,0,"Science","not banned"
"5633",1408,"open",5,1348,1,5,0,2,"Homework","not banned"
"5634",976,"open",0,452,1,2,0,0,"Science","not banned"
"5635",676,"open",2,222,0,3,0,0,"Science","not banned"
"5636",3825,"open",1,1011,0,2,216,0,"Medicine","not banned"
"5637",127,"open",5,253,0,4,75,0,"Misc","not banned"
"5638",1607,"open",3,913,0,4,0,1,"Science","not banned"
"5639",945,"open",0,305,1,2,0,0,"Math","not banned"
"5640",3453,"open",3,533,0,3,294,0,"Science","not banned"
"5641",2246,"open",4,708,3,5,924,0,"Medicine","not banned"
"5642",2191,"open",6,1901,29,10,2344,3,"Misc","not banned"
"5643",2054,"open",17,865,5,9,1807,0,"Science","not banned"
"5644",1118,"open",4,1044,11,5,976,0,"Discussion","not banned"
"5645",2752,"open",0,298,1,2,0,0,"Science","not banned"
"5646",2930,"open",9,23193,16,7,482,0,"Science","not banned"
"5647",2254,"open",5,1176,0,3,0,0,"Homework","not banned"
"5648",2863,"open",0,310,0,2,362,0,"Science","not banned"
"5649",3040,"open",2,769,6,4,184,0,"Medicine","not banned"
"5650",2319,"open",2,599,1,3,1132,0,"Science","not banned"
"5651",3099,"open",63,4763,207,12,60,1,"Science","not banned"
"5652",861,"open",37,1668,4,8,808,0,"Discussion","banned"
"5653",3792,"open",5,739,0,2,115,0,"Science","not banned"
"5654",1271,"open",3,804,0,3,0,0,"Science","not banned"
"5655",1115,"open",2,343,1,2,2,0,"Science","not banned"
"5656",397,"open",7,325,1,5,5,0,"Homework","not banned"
"5657",3194,"open",4,589,1,2,373,0,"Math","not banned"
"5658",3074,"open",0,661,0,2,11,0,"Homework","not banned"
"5659",1480,"open",0,377,0,2,226,0,"Science","not banned"
"5660",3535,"open",4,1079,1,3,187,0,"Math","not banned"
"5661",1373,"open",1,789,7,3,2444,0,"Science","not banned"
"5662",3423,"open",9,839,0,6,0,0,"Science","not banned"
"5663",2687,"open",43,2543,26,26,164,0,"Science","not banned"
"5664",3440,"open",146,7051,10,22,42,0,"Discussion","banned"
"5665",1746,"open",6,1321,308,7,1136,0,"Science","not banned"
"5666",3213,"open",11,938,1,11,0,0,"Medicine","not banned"
"5667",332,"open",4,313,2,3,1947,0,"Science","not banned"
"5668",1969,"open",16,627,2,5,543,0,"Speculation","not banned"
"5669",1935,"open",28,1375,5,13,1,2,"Science","not banned"
"5670",3396,"open",1,497,0,4,26,1,"Discussion","banned"
"5671",1690,"open",11,569,1,10,0,0,"Speculation","banned"
"5672",2144,"open",18,1496,13,10,48,1,"Science","not banned"
"5673",3002,"open",0,609,0,2,1286,0,"Science","not banned"
"5674",344,"open",4,327,3,4,22,0,"Misc","not banned"
"5675",885,"open",6,504,3,6,59,0,"Math","not banned"
"5676",2062,"open",3,28,0,2,0,0,"Misc","not banned"
"5677",1891,"open",6,848,2,5,0,0,"Science","not banned"
"5678",4346,"open",5,876,444,3,5,0,"Math","not banned"
"5679",1714,"closed",44,12382,15,21,2287,0,"Misc","not banned"
"5680",1724,"open",14,904,3,6,2,0,"Science","not banned"
"5681",2941,"open",6,323,1,5,103,0,"Discussion","not banned"
"5682",3415,"open",6,935,53,5,548,0,"Math","not banned"
"5683",3085,"open",10,1342,1,6,150,0,"Science","not banned"
"5684",801,"open",0,569,60,2,1303,0,"Science","not banned"
"5685",3628,"open",101,5271,21,19,96,1,"Science","not banned"
"5686",1743,"open",0,503,0,2,669,0,"Science","not banned"
"5687",3237,"open",9,1530,525,9,307,0,"Medicine","not banned"
"5688",1659,"open",3,428,1,4,42,0,"Speculation","not banned"
"5689",3681,"open",0,536,0,1,361,0,"Medicine","not banned"
"5690",3356,"open",12,1509,6,7,49,0,"Misc","not banned"
"5691",933,"open",37,1552,5,10,0,0,"Discussion","not banned"
"5692",1474,"open",12,2743,5,7,168,0,"Discussion","not banned"
"5693",1791,"open",1,7258,18,3,268,0,"Medicine","banned"
"5694",1683,"open",5,1151,0,4,1089,0,"Math","not banned"
"5695",3245,"open",14,1262,43,8,0,0,"Science","not banned"
"5696",3301,"open",16,1557,159,11,4,0,"Medicine","banned"
"5697",588,"open",34,1305,49,9,0,0,"Science","not banned"
"5698",3857,"open",4,783,1,4,144,0,"Science","not banned"
"5699",2581,"open",6,515,0,5,165,0,"Homework","not banned"
"5700",1027,"open",0,3216,1,2,0,0,"Science","not banned"
"5701",4133,"open",0,814,0,2,16,0,"Science","banned"
"5702",233,"open",13,431,13,9,0,0,"Science","not banned"
"5703",1357,"open",7,1666,19,5,81,0,"Math","not banned"
"5704",325,"open",2,280,1,4,16,0,"Misc","not banned"
"5705",2360,"open",20,6478,6,11,1528,0,"Discussion","not banned"
"5706",199,"open",73,1070,4,13,3,0,"Speculation","not banned"
"5707",1166,"open",1,368,0,3,1641,0,"Science","not banned"
"5708",507,"closed",19,412,6,5,194,0,"Speculation","not banned"
"5709",754,"open",4,4122,3,6,0,0,"Homework","not banned"
"5710",3276,"open",0,522,0,2,26,0,"Science","not banned"
"5711",3312,"open",17,554,39,15,232,2,"Misc","not banned"
"5712",1866,"open",0,354,0,2,1460,0,"Science","not banned"
"5713",1462,"open",24,6238,28,15,2288,0,"Discussion","not banned"
"5714",3620,"open",0,862,0,2,346,0,"Medicine","not banned"
"5715",3020,"open",5,1014,3,5,224,0,"Misc","not banned"
"5716",2270,"open",9,1247,4,7,0,0,"Discussion","not banned"
"5717",2108,"open",52,2621,74,12,0,0,"Speculation","not banned"
"5718",908,"open",3,4699,31,5,463,0,"Science","not banned"
"5719",3844,"open",19,1551,41,12,75,0,"Science","not banned"
"5720",2107,"open",11,536,10,5,0,0,"Discussion","not banned"
"5721",803,"open",5,379,1,5,143,0,"Speculation","banned"
"5722",2726,"open",0,360,0,2,600,0,"Discussion","not banned"
"5723",1323,"open",4,932,0,4,50,0,"Science","not banned"
"5724",448,"open",0,282,0,2,0,0,"Science","not banned"
"5725",3436,"open",16,1072,1,5,12,0,"Misc","not banned"
"5726",369,"open",4,454,3,6,0,0,"Science","not banned"
"5727",2210,"open",0,374,0,2,0,0,"Homework","not banned"
"5728",3353,"open",1,447,20,2,1,0,"Science","not banned"
"5729",530,"open",1,2279,1,3,0,0,"Homework","not banned"
"5730",3836,"open",8,771,1,3,97,0,"Science","not banned"
"5731",1405,"open",1,629,3,2,1921,0,"Science","not banned"
"5732",3153,"open",6,549,6,6,514,0,"Science","not banned"
"5733",1561,"open",4,460,5,2,974,0,"Homework","not banned"
"5734",2205,"open",3,515,9,5,3,0,"Science","not banned"
"5735",3735,"open",0,11,0,2,146,0,"Misc","not banned"
"5736",2631,"open",1,370,1,3,0,0,"Science","not banned"
"5737",2426,"open",2,2705,0,2,0,0,"Science","not banned"
"5738",1087,"open",0,664,6,2,0,0,"Medicine","not banned"
"5739",3944,"open",17,1879,2,9,0,0,"Homework","not banned"
"5740",1984,"open",27,1577,100,14,9,0,"Science","not banned"
"5741",3480,"open",1,493,0,3,426,0,"Math","not banned"
"5742",2098,"open",5,488,0,5,1931,1,"Science","not banned"
"5743",993,"open",0,868,0,2,0,0,"Misc","not banned"
"5744",3795,"open",16,717,1,9,9,0,"Discussion","not banned"
"5745",2301,"open",12,641,3,4,743,0,"Speculation","not banned"
"5746",2911,"open",7,310,0,5,839,0,"Discussion","not banned"
"5747",3710,"open",0,834,137,2,375,0,"Medicine","not banned"
"5748",1697,"open",27,2795,2,5,308,0,"Math","not banned"
"5749",1249,"open",1,673,7,3,26,0,"Science","not banned"
"5750",2576,"open",18,2358,104,6,103,2,"Science","not banned"
"5751",3489,"open",8,546,6,7,261,0,"Discussion","not banned"
"5752",2041,"closed",3,13,1,4,8,0,"Misc","not banned"
"5753",3343,"closed",19,1847,5,16,145,0,"Misc","not banned"
"5754",79,"open",95,1532,49,20,0,0,"Discussion","not banned"
"5755",3749,"open",15,1582,5,9,0,0,"Medicine","not banned"
"5756",2087,"open",13,1977,13,9,70,1,"Science","not banned"
"5757",3669,"open",17,1146,19,12,26,0,"Speculation","not banned"
"5758",2972,"open",148,7680,61,12,3,1,"Speculation","banned"
"5759",3293,"open",0,484,0,2,32,0,"Science","not banned"
"5760",2161,"open",2,573,1,3,883,1,"Science","not banned"
"5761",3415,"open",2,407,0,2,16,0,"Science","banned"
"5762",1716,"open",7,865,9,6,80,0,"Science","not banned"
"5763",1281,"open",2,4900,1,5,0,1,"Homework","not banned"
"5764",2429,"open",7,512,8,5,1459,0,"Discussion","not banned"
"5765",2734,"open",4,594,1,4,227,0,"Homework","not banned"
"5766",2637,"open",55,2340,5,17,887,1,"Discussion","not banned"
"5767",3619,"open",28,21376,1918,14,15,0,"Science","not banned"
"5768",2208,"open",5,585,7,6,1328,0,"Science","not banned"
"5769",982,"open",2,474,0,4,3031,0,"Science","not banned"
"5770",3625,"open",7,599,0,6,54,1,"Science","not banned"
"5771",1051,"open",21,1027,3,13,372,0,"Discussion","not banned"
"5772",3299,"open",10,1295,1878,7,228,0,"Speculation","not banned"
"5773",1134,"open",0,692,0,2,0,0,"Homework","not banned"
"5774",2102,"open",13,1810,4,4,0,0,"Science","not banned"
"5775",2509,"open",9,1863,263,8,0,0,"Science","not banned"
"5776",1976,"open",18,1023,14,14,216,0,"Discussion","not banned"
